5712,-1140,13932,39,796,-1817
436,-2760,18492,-542,54,-1049
-180,-1524,15612,-696,-382,916
7516,-1968,14748,1232,483,-706
1704,-3768,17320,-1324,1731,-2391
2100,-2148,15636,139,-408,-479
1036,-3880,18572,-119,-1134,4220
6344,-2080,14904,358,-544,-130
532,-3040,17312,-1344,945,-2153
5628,-3300,15248,-348,-1691,-1085
-3312,-1284,14564,-1068,-301,1925
2848,-1360,16876,-549,-329,2578
5572,-3376,16644,1876,-1910,-3
1756,-1640,16276,1198,419,-2203
4652,-4524,16384,-1589,-385,-1175
-1612,-1684,16244,-1765,-2470,3401
1864,-3288,19184,57,-2089,3568
5772,-1680,13992,882,-9,-2061
1636,-3032,16440,-1958,190,-1066
6480,-4836,17144,18,-353,-1492
-3260,-1280,18120,-552,-3655,3141
6628,-2632,14920,1451,229,-1048
-460,-2660,16420,-1299,958,-2018
3052,-2700,17368,-43,-1450,225
3360,-1832,15528,-61,572,-331
2136,-2000,15740,-570,-862,151
5048,-2548,15892,109,-766,469
3224,-2800,16516,-768,309,-1050
3060,-2500,16260,-766,144,-1067
1168,-3144,17128,-530,-322,-184
6344,-2764,16236,-293,-295,-791
288,-1848,16180,56,3,-608
1700,-2868,16916,-839,-1878,2140
6916,-2152,16800,706,-906,1976
4920,-2348,16564,1812,-571,766
4640,-1808,15676,-1038,361,-1584
2316,-2600,16812,-682,818,-2128
1828,-2068,16540,-1251,309,-639
4560,-2912,16352,-136,1556,-899
-668,-1856,16432,-321,-269,23
4280,-3644,17088,-18,-1587,3063
6000,-1740,14936,1471,59,144
3308,-1396,14900,-551,18,-967
2236,-2756,16088,-1301,710,-1929
1948,-3048,16816,-522,-565,-702
720,-2276,16556,-350,590,-570
2008,-3540,16892,-74,-1535,2050
7888,-2696,15812,1228,-1236,988
2172,-1652,15784,-1126,1043,-2787
2888,-2880,17552,-1006,57,-1308
5104,-1984,16392,26,-2047,-1004
-1564,-1300,16524,-151,187,166
2592,-1768,17980,30,-1915,3164
6984,-1848,14664,267,761,-1656
2388,-2740,16968,-706,-958,722
3380,-2232,16404,-189,-467,-222
7488,-2580,16476,808,371,-904
432,-1560,15496,-1154,-395,1764
6388,-2464,17940,362,-1284,986
2872,-1872,14924,-1087,786,-1214
2720,-3192,16932,-1928,809,-1251
1668,-2240,16332,-264,-854,69
3960,-3184,16780,-785,-1952,2387
4272,-2440,16196,773,492,-494
1260,-2688,17460,-605,-60,-330
-316,-1736,15812,-381,-372,78
4916,-3008,15660,117,-1414,501
2748,-2840,16428,-746,-129,-532
2280,-2584,16088,546,-702,-1103
480,-1924,15852,-690,-542,1405
4432,-2204,17080,856,-926,941
6164,-3512,15856,417,-175,-51
1104,-2876,16268,-1807,925,-2468
4264,-2664,16784,-27,-597,-773
3252,-2660,16496,-206,-540,-258
3048,-1944,16208,-194,-315,-310
2852,-1132,16404,-458,-493,-1
3452,-1168,16348,-937,-516,230
3364,-1772,16476,-709,-349,-80
2876,-2092,16116,-178,-355,-209
3208,-2164,15984,-2,-482,-139
3360,-2668,15788,166,-386,-388
2856,-2448,15820,267,-383,-446
2852,-1764,15876,-159,-500,-38
3520,-1464,16316,-637,-471,84
3400,-1432,16432,-794,-320,-86
2912,-1624,16496,-641,-483,-39
3188,-2120,15908,-416,-479,46
3428,-2608,15836,35,-304,-353
2920,-2504,15780,349,-309,-517
2788,-2204,15608,25,-549,-104
3576,-1556,16212,-578,-509,59
3372,-1384,16620,-778,-312,-129
2760,-1268,16420,-689,-452,71
3280,-1848,16088,-594,-547,116
3528,-2468,16172,-184,-310,-333
2808,-2508,15896,305,-309,-502
2784,-2688,15300,303,-547,-242
3368,-2636,15748,-13,-471,-238
3136,-1760,16228,-231,-314,-312
2880,-1328,16232,-445,-500,47
3520,-1044,16608,-973,-534,258
3432,-1804,16512,-637,-323,-154
2820,-1944,16216,-361,-350,-139
3156,-2164,15956,-272,-470,-3
3496,-2464,15740,187,-328,-424
3032,-2620,15612,287,-308,-475
2748,-2184,15576,88,-550,-120
3492,-1552,16208,-592,-516,34
3476,-1308,16856,-739,-259,-101
2784,-1272,16428,-690,-428,82
3176,-1956,16068,-572,-563,98
3508,-2484,15972,58,-255,-372
2800,-2624,15744,376,-308,-548
2788,-2276,15424,191,-638,-175
3436,-1932,16024,-382,-510,-47
3288,-1448,16540,-578,-298,-156
2808,-1148,16560,-738,-424,134
3400,-1288,16348,-974,-556,258
3472,-2300,16328,-409,-283,-280
2852,-2460,15868,38,-292,-315
2952,-2360,15436,173,-532,-159
3480,-2764,15724,105,-473,-343
3044,-2296,15856,99,-323,-466
2736,-1276,16004,-380,-491,38
3456,-1220,16608,-954,-508,259
3496,-1544,16584,-809,-326,-129
2800,-1960,16392,-455,-374,-104
3248,-2128,15860,-420,-553,28
3456,-2544,16012,118,-294,-410
2816,-2788,15676,396,-289,-519
2844,-2284,15600,52,-576,-122
3520,-1608,16324,-503,-453,18
3320,-1348,16700,-744,-288,-116
2920,-1100,16652,-678,-455,85
3240,-1796,16176,-715,-557,189
3488,-2484,16032,-257,-301,-295
2804,-2508,15848,231,-264,-431
3012,-2556,15680,192,-559,-191
3428,-2544,15740,16,-517,-255
3080,-1796,16176,-182,-334,-306
2984,-1084,16368,-501,-480,80
3452,-1312,16548,-1011,-539,256
3388,-1700,16476,-833,-320,-74
2888,-2120,16080,-338,-383,-151
3208,-2316,16000,-120,-521,-18
3448,-2624,15880,219,-309,-416
2896,-2644,15872,402,-308,-546
2756,-2108,15700,-18,-611,-79
3508,-1640,16264,-672,-501,66
3352,-1444,16656,-793,-294,-100
3108,-1976,16112,-268,-407,-153
3204,-2016,16120,-279,-438,-140
3148,-1912,16272,-297,-445,-116
3144,-1840,16128,-264,-395,-136
3092,-2088,16004,-276,-416,-147
3140,-1916,16080,-278,-428,-146
3204,-1908,16156,-259,-423,-178
3152,-1952,16112,-285,-432,-158
3056,-2028,16096,-278,-411,-142
3128,-1972,16116,-258,-422,-150
3116,-2032,16216,-276,-418,-156
3128,-2100,16164,-285,-435,-153
3200,-2068,16076,-297,-412,-151
3112,-1896,15964,-285,-434,-166
3204,-1836,16128,-272,-403,-159
3192,-1956,16024,-261,-412,-137
3172,-1852,16012,-309,-425,-170
3172,-2044,15996,-260,-418,-144
3224,-1972,15960,-269,-421,-121
3124,-1972,16024,-265,-415,-138
3132,-1980,16132,-277,-416,-136
3220,-1952,16112,-262,-424,-153
3104,-2064,15964,-261,-400,-158
3212,-1956,15976,-261,-423,-165
3128,-2040,15956,-265,-427,-137
3248,-2020,16140,-275,-397,-135
3124,-2004,16040,-271,-400,-171
3172,-1884,16184,-243,-419,-146
3132,-1920,16140,-279,-420,-140
3104,-1940,16140,-280,-426,-149
3076,-1956,16072,-269,-417,-147
3124,-1976,16236,-290,-420,-151
3184,-2068,16088,-267,-440,-128
3080,-1964,16172,-310,-440,-148
3124,-2036,16188,-274,-425,-147
3172,-1996,15964,-252,-428,-165
3168,-1944,16160,-269,-421,-153
3216,-2112,16100,-248,-384,-154
3128,-1944,15912,-290,-429,-157
3180,-1976,16072,-268,-422,-104
3180,-1908,15956,-266,-432,-148
3192,-2028,16140,-273,-409,-164
3072,-1972,16100,-303,-428,-153
3084,-1972,16044,-236,-415,-149
3260,-1968,16048,-278,-435,-138
3308,-1944,16012,-256,-419,-141
3272,-1932,16264,-287,-426,-143
3132,-1992,16028,-281,-422,-144
3208,-1856,16068,-273,-418,-127
3280,-2064,16076,-280,-399,-170
3168,-1960,16044,-281,-437,-133
3196,-2028,16156,-286,-419,-160
3120,-2008,15996,-269,-426,-144
3212,-2076,16104,-254,-421,-172
3208,-1932,16168,-253,-440,-169
3236,-2004,15968,-268,-426,-142
3192,-1964,16092,-281,-419,-138
3116,-1924,16160,-252,-424,-149
3156,-1932,16112,-270,-410,-161
3116,-2000,16132,-294,-431,-145
3104,-1972,15976,-293,-403,-148
3168,-2048,16052,-295,-436,-156
3180,-1916,16216,-252,-410,-154
3252,-1948,16172,-286,-417,-149
3152,-1940,16212,-292,-432,-148
3168,-1972,16224,-256,-403,-166
3108,-2012,16036,-279,-421,-122
3148,-1928,16084,-263,-417,-165
3192,-1924,16024,-284,-423,-149
3156,-1964,16060,-292,-411,-152
3104,-1924,16240,-255,-422,-161
3172,-2008,16120,-287,-425,-146
3136,-1972,16076,-302,-434,-134
3176,-1844,16020,-266,-441,-151
3196,-2004,16116,-291,-396,-153
3052,-1952,16188,-275,-441,-137
3180,-1972,15944,-267,-444,-154
3136,-2028,16096,-288,-396,-117
3184,-2000,16100,-286,-422,-152
3160,-1924,16092,-252,-430,-157
3124,-2000,16120,-270,-449,-145
3112,-1956,16016,-270,-435,-167
3272,-2000,16076,-270,-422,-157
3136,-1956,16044,-278,-405,-144
3180,-1984,16244,-276,-390,-172
3160,-1952,16108,-260,-452,-149
3280,-2016,16116,-272,-406,-171
3156,-2052,15956,-242,-441,-149
3148,-1896,16188,-285,-436,-160
3172,-1860,16140,-302,-403,-122
3100,-1940,16104,-279,-443,-137
3072,-1936,16108,-230,-418,-178
3036,-1940,16068,-339,-398,-135
3248,-2020,15988,-205,-406,-145
3184,-1944,16144,-311,-442,-132
3164,-2020,15944,-237,-407,-154
3228,-1924,16228,-300,-428,-134
3184,-1932,16112,-298,-424,-162
3240,-2032,16156,-286,-429,-139
3088,-2120,15948,-290,-441,-141
3148,-2068,16024,-281,-433,-138
3216,-1904,15976,-307,-407,-128
3180,-1900,16192,-272,-431,-147
3176,-2064,16028,-244,-423,-179
3108,-1816,16044,-268,-434,-135
3160,-1968,16112,-272,-425,-135
3260,-2056,15968,-279,-419,-142
3156,-2008,16124,-298,-417,-158
3220,-1952,16060,-272,-417,-152
3164,-1976,16024,-278,-396,-132
3132,-1920,16060,-299,-417,-152
3224,-1860,16040,-287,-418,-149
3208,-2000,15976,-294,-400,-164
3152,-1968,16132,-261,-423,-167
3228,-2004,15916,-272,-448,-143
3116,-1980,16012,-291,-398,-163
3304,-1952,16060,-273,-415,-163
3172,-1844,16004,-258,-416,-157
3108,-1888,16280,-271,-437,-147
3116,-1916,16220,-262,-438,-145
3148,-2032,16128,-270,-441,-139
3144,-2012,16164,-249,-412,-153
3244,-1924,16216,-272,-432,-176
3192,-2032,16204,-250,-412,-156
3200,-1916,16300,-292,-428,-155
3128,-1984,16012,-298,-424,-132
3244,-1964,16116,-265,-421,-149
3156,-1940,16120,-264,-463,-128
3172,-1928,16216,-263,-412,-147
3164,-1952,16292,-308,-416,-172
3156,-1968,16140,-273,-424,-168
3200,-2024,15944,-269,-411,-121
3284,-1916,16224,-250,-418,-130
3208,-1996,15964,-271,-416,-147
3084,-1952,16060,-281,-427,-148
3180,-2004,16004,-270,-410,-135
3048,-2020,16084,-258,-440,-167
3136,-2012,16036,-255,-453,-153
3180,-1980,16148,-269,-428,-157
3180,-1948,16204,-276,-456,-158
3128,-2040,16160,-278,-438,-137
3196,-2040,16132,-288,-395,-161
3164,-1984,16124,-297,-413,-143
3184,-1940,16140,-258,-404,-156
3164,-1952,16192,-263,-437,-152
3088,-1860,16076,-247,-448,-151
3184,-1944,16188,-257,-433,-144
3160,-2052,16052,-263,-433,-125
3204,-1980,16272,-241,-421,-142
2976,-1144,16352,-313,-377,35
3380,-1048,16344,-776,-489,197
3404,-1648,16420,-547,-395,-181
3216,-1648,16808,-445,-404,-56
3208,-1196,16428,-530,-478,54
3396,-2272,16044,-361,-447,-258
3036,-3164,15404,-91,-412,-465
3220,-492,16560,-3,-365,42
3152,-2616,15728,27,-467,-148
3564,-1464,16400,-804,-453,-82
2960,-3412,15504,157,-357,-537
2876,-1704,16048,337,-437,-254
3364,-240,16796,-564,-475,224
3580,-1536,16596,-1096,-462,156
3220,-2924,16172,-673,-312,-301
2572,-3180,15572,-176,-696,-389
3504,-2256,16244,-294,-729,59
3716,-1468,16472,-277,-147,-150
2788,-1780,16256,-427,-207,-52
3036,-2552,15880,-222,-525,159
3856,-2348,16012,-152,-434,-211
3352,-1980,16252,-403,-126,-343
2740,-1308,16688,-738,-429,146
3472,-1684,16136,-933,-584,316
3644,-2192,16292,-666,-298,-261
2588,-2260,16156,-487,-239,-251
2992,-2440,15776,-406,-591,74
3868,-3152,15592,-39,-440,-306
2964,-3088,15472,324,-370,-681
2832,-2724,15488,347,-548,-288
3456,-2684,15572,17,-567,-176
3356,-2028,16280,-35,-366,-367
2912,-1448,16236,54,-365,-141
3308,-836,16628,-575,-488,234
3632,-1100,16868,-802,-361,68
3304,-1588,16448,-686,-403,-88
3188,-1932,16364,-644,-442,-93
3428,-2712,15856,-344,-478,-230
3228,-3056,15772,65,-405,-401
3016,-2748,15400,300,-485,-337
3320,-2704,15744,234,-478,-277
3264,-2404,15716,340,-352,-408
3080,-1924,15924,-2,-430,-140
3380,-1184,16396,-632,-454,130
3476,-1084,17052,-828,-451,112
3432,-1120,16828,-779,-373,35
3304,-1752,16212,-798,-481,43
3524,-2684,15844,-295,-401,-303
2980,-2824,15724,133,-370,-449
2896,-3084,15100,201,-575,-244
3688,-2212,16176,104,-432,-232
3368,-1648,16452,-132,-157,-307
2744,-1312,16212,-501,-462,210
3492,-2352,16004,-673,-647,253
3864,-2632,16208,-104,-381,-561
2732,-2472,15876,104,-436,-536
3132,-2300,15832,-324,-635,-3
3796,-1728,16472,-579,-447,67
3440,-2380,15896,-288,-326,-240
3284,-2820,15956,231,-574,-268
3752,-2188,16276,-138,-389,-206
3428,-2744,15880,-350,-301,-162
3356,-2760,16096,57,-527,-303
3672,-3452,15560,-511,-449,-257
3672,-2532,16384,-701,-272,43
3524,-2508,15832,49,-224,-308
3328,-2724,15696,-156,-279,-488
2948,-3856,15860,-453,-637,-231
3364,-3380,15724,-237,-544,-170
3300,-3128,15368,-9,-190,-417
3352,-3212,16072,-256,-308,-233
3160,-3664,16080,-369,-809,-175
3928,-3488,15240,-257,-363,-399
2540,-3244,15100,-479,24,-844
1420,-3668,15300,-833,-808,-166
-104,-1632,16748,-1492,-1301,1251
6680,-5708,14736,-747,-1644,1125
4064,-5328,14164,-622,839,-1752
2408,-6216,14048,-2118,75,-366
652,-7576,15364,-1297,505,285
3368,-7732,14952,-778,-380,232
3216,-5428,15752,-953,-389,-631
1232,572,17216,794,-1167,418
4072,2172,17536,-356,-811,543
2548,-6124,14184,-1366,-660,1097
5340,-252,17940,-1384,97,-573
1776,-40,18260,1311,313,-1348
-1272,-4228,14224,-491,-761,626
4444,-616,16732,-355,-2125,1841
6956,-3376,16160,-1134,144,-651
1520,-4176,15736,-130,1269,-2026
-1984,128,16216,-538,-1316,1312
3396,-1692,16864,-1400,-1241,1552
4664,-3520,16492,414,-73,-514
484,-2844,15760,549,279,-1442
264,-2172,15208,-328,-1226,981
4588,-3584,15868,-807,-864,860
3540,-1172,16544,270,646,-1673
-744,-2056,15700,-900,-585,-261
3072,-2196,16304,-157,-1801,1485
4888,-2520,16560,242,-72,-808
1912,-2420,16108,-145,-856,-122
4308,-1536,17128,251,-175,-541
636,-1580,16612,-26,113,-807
1604,-2376,15812,-967,-587,293
4772,-4680,15908,-1073,-597,175
3376,-3292,16624,162,424,-1357
-1264,-2700,16284,-245,-166,-123
1920,-2916,16816,34,-2003,1343
4748,-3180,15556,125,-1354,521
1360,-4392,13916,197,676,-2201
416,-3504,16020,-609,-950,347
6272,-3776,16612,644,-488,876
6752,-3944,15916,262,1064,-2265
-1616,-1616,15200,-416,903,-2586
-1720,-2424,15712,-1047,-3028,3120
9116,-3020,16684,138,-1436,913
6208,-2660,16628,1604,1547,-3400
712,-1644,15616,135,678,-982
400,-2728,15300,72,-387,-482
1240,-1900,17412,2,-1167,275
3768,-2716,16392,126,-1162,447
4912,-1932,16860,-195,700,-1042
-1596,-1360,16100,237,662,-1134
1988,1528,18296,-1287,-2168,1856
5516,-60,17252,-1,-768,201
4912,-1164,15732,772,632,-2216
-1492,160,16212,-361,224,-1814
1560,-448,15928,-610,-1764,2211
6536,-136,17192,-957,-642,469
3952,980,17728,-140,739,-1561
16,356,16516,-998,-323,-166
2296,-4752,15688,-997,-1718,1314
5748,-1608,16848,603,-502,-30
4208,-2168,16908,-619,247,-1032
452,-5392,14604,-173,-744,-28
2252,-5020,13760,-317,-988,207
1904,-6128,14696,-664,-1082,588
3640,-5404,15228,833,-257,-604
3900,-3780,15276,796,913,-1407
892,-2744,15944,330,-253,-489
3584,-412,17100,101,-1457,1072
5992,-204,17148,613,-252,-639
2124,392,16732,-103,352,-1541
-184,-168,16960,-985,-760,445
2892,1528,17664,-2008,-1792,2050
6748,720,17996,1044,295,-1736
1280,-32,16660,1183,300,-913
2600,-4000,14704,189,-1119,282
4812,-4288,14832,-1766,-457,177
5564,-2256,16736,-1165,-101,-328
4784,-2684,15220,-230,-211,-353
3620,-2680,15532,-607,-21,-610
1704,-2440,16972,-716,-677,-255
3780,-2200,16576,-581,-570,170
3040,-3444,15544,-163,-636,-280
3136,-3960,15384,319,-14,-1031
1824,-1780,16148,-322,-424,6
2200,-1332,16024,-315,-778,822
5264,-1432,16480,-512,-1014,335
5024,-1536,17148,-7,463,-982
316,-2760,15948,-247,752,-1263
620,-2932,15692,-470,-1238,1293
3512,-3204,15792,-582,-938,952
3564,-2640,15984,27,-323,-488
2008,-1724,16616,-708,-145,-184
2024,-2436,16824,-616,-1063,536
3952,-2164,16228,-45,-121,67
4224,-2312,15844,-615,-84,-834
1556,-2740,15616,-675,155,-310
2772,-3372,16620,-642,-1216,913
3872,-1940,16228,459,-634,81
3316,-2804,16100,-80,-515,-364
3088,-1944,16216,-243,162,-458
3212,-584,15976,-687,-932,119
4296,-1312,17088,-1482,-652,398
4304,-3192,16608,28,-404,-717
2196,-3076,16396,546,-290,-229
3136,-1748,16420,-179,-347,64
3676,-2252,15948,-145,-591,-283
2320,-2328,17032,57,-83,-592
1472,-2472,16712,136,-504,203
3712,88,16460,747,-702,304
4764,-2248,15408,-314,-651,-659
2660,-3712,14440,-1186,427,-1592
1016,-3704,15656,-1203,-351,-144
2844,-1988,17920,-119,-956,1035
5248,-456,17476,649,-253,-519
1972,-988,15952,563,-252,-624
3596,-1972,16156,-492,-841,192
4900,-1808,16152,-833,-379,285
5072,-4500,15340,-1334,195,-911
1572,-1212,17656,-997,35,-659
3424,-380,17880,357,-1005,681
4700,-1656,17104,366,-822,182
4172,-3660,14948,745,-75,-779
2532,-1432,15472,375,-328,-589
2592,-156,16084,-1214,-177,-317
2900,-1460,16628,-948,-627,312
4936,-3040,16276,345,-551,720
4320,-3644,14120,-719,223,-1107
1764,-1696,16180,-236,-511,-274
4724,-1448,16500,-647,-1091,724
3988,-2376,15872,-346,130,-1097
1640,-3524,15200,-322,-480,268
3820,-2796,14876,-663,-268,145
3012,-3680,16040,-753,-8,-299
3108,-3480,16416,-492,-640,-31
3996,-2556,16368,-207,-657,-185
2920,-1012,17548,4,-252,-718
2204,-2212,15840,16,-378,-13
2672,-3224,14740,-1001,128,-234
956,-1812,17012,-925,-855,394
4152,-2360,16420,-240,-1177,816
4312,-4096,14688,301,-240,-467
4396,-1624,15852,128,-77,-464
4228,-28,16256,-405,-316,-323
2396,-2536,15724,-998,-565,45
2980,-1372,17328,-816,-548,199
3264,-4448,15212,-423,-392,-516
2740,-3180,15428,-536,288,-333
3112,-1680,15976,180,-283,-180
2684,-2548,16044,-283,-311,-20
2956,-2240,15520,-743,-808,396
4804,-1912,15908,-478,-471,385
4812,-1940,16568,-622,-426,-549
4268,-1288,18192,-518,459,-551
3688,-3160,16116,565,-619,315
3280,-1084,15636,947,-321,-804
1432,-1996,14896,-253,-170,-1075
-660,-920,17384,-2380,-749,405
1724,-1628,18392,-1076,-1655,1510
7368,-2016,16624,621,-1360,160
4684,-2536,15360,1187,727,-2244
36,-4260,14940,455,-288,-476
960,-3264,15408,97,-685,459
5644,-1848,17048,-812,-770,84
3144,-1616,16912,-930,171,-1089
1728,-2668,16432,173,-307,617
4756,-1600,16100,-367,-545,97
5024,-516,16064,-291,-665,-209
3436,-912,16420,-1224,-721,-275
2424,-3928,15832,-719,790,-1425
1776,-4540,15316,383,-90,-421
3492,-884,17440,430,-287,-139
3320,-1744,15976,949,-1055,-415
3144,260,16532,156,48,-1338
480,-320,16536,-858,362,-1301
564,-2284,15796,-1475,-882,772
3196,-2712,16544,-1222,-689,871
3676,-3700,16000,1055,-724,-45
3124,-2232,15576,319,-312,-747
3352,-892,16420,-1060,24,-635
1688,-1856,16720,-743,-898,-423
4636,-3348,16612,-501,-1046,1070
4104,-1376,15540,154,686,-2568
-1788,-3512,14788,-53,-656,-190
6500,-2196,16940,-1458,-1971,2344
6476,-2192,16512,784,987,-1987
256,-884,16200,6,-432,-1107
3700,-2104,15888,-947,-1405,1863
5268,-4580,15772,-168,351,-1558
268,-1180,16432,-439,92,-962
2768,-3052,15760,-344,-828,681
5444,-2496,16448,-526,-352,-587
2596,-2296,16256,-176,863,-1669
-1468,-3196,14008,316,-923,-433
2644,-320,17084,-1553,-2253,3061
8096,-2668,16812,-1160,-616,283
4516,-2140,17168,-327,852,-1707
4916,-3200,16540,935,382,-1811
280,-2436,15252,90,164,-1028
1712,-1880,14976,428,-1405,931
6372,-1772,15624,-812,-855,21
3572,-2800,15312,-994,388,-931
3860,-5516,14632,793,641,-1659
-1740,-1952,15908,-875,-665,64
3380,-4172,15456,-494,-1195,1614
3740,-3948,13896,739,160,-1596
1888,-2468,15724,-874,-132,-319
4652,-4680,16048,-683,-869,-374
2772,-4224,15960,285,-202,-910
3944,-2008,15612,312,-886,390
